pathway_id,pathway_name,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14
,superpathway of aromatic amino acid biosynthesis (from phosphoenolpyruvate and D-erythrose 4-phosphate),Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,,,,,,,,,,,
BRANCHED-CHAIN-AA-SYN-PWY,superpathway of branched chain amino acid biosynthesis,Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,,,,,,,,,,,
PWY-821,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,,,,,,,,,,,
PWY-5765,"1,3,5-trimethoxybenzene biosynthesis",Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,,,,,,,,,,
PWY-5901,"2,3-dihydroxybenzoate biosynthesis",Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,,,,,,,,,,
PWY-7076,"3,5-dimethoxytoluene biosynthesis",Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,,,,,,,,,,
PWY-5886,3-(4-hydroxyphenyl)pyruvate biosynthesis,Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,,,,,,,,,,
PWY-5979,3-amino-5-hydroxybenzoate biosynthesis,Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,,,,,,,,,,
,4-aminobenzoate biosynthesis I,Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,4-Aminobenzoate Biosynthesis,,,,,,,,,
,4-aminobenzoate biosynthesis II,Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,4-Aminobenzoate Biosynthesis,,,,,,,,,
,4-aminobenzoate biosynthesis III,Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,4-Aminobenzoate Biosynthesis,,,,,,,,,
PWY-5754,4-hydroxybenzoate biosynthesis I (eukaryotes),Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,4-Hydroxybenzoate Biosynthesis,,,,,,,,,
PWY-5755,4-hydroxybenzoate biosynthesis II (bacteria),Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,4-Hydroxybenzoate Biosynthesis,,,,,,,,,
PWY-6435,4-hydroxybenzoate biosynthesis III (plants),Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,4-Hydroxybenzoate Biosynthesis,,,,,,,,,
PWY-6431,4-hydroxybenzoate biosynthesis IV (plants),Biosynthesis,Proteinogenic Amino Acid Biosynthesis,Aromatic Compound Biosynthesis,4-Hydroxybenzoate Biosynthesis,,,,,,,,,,
,4-hydroxy-3-prenylbenzoate biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,,,,,,,,,,,,
,"benzoate biosynthesis I (CoA-dependent, beta-oxidative)",Biosynthesis,Aromatic Compound Biosynthesis,Benzoate Biosynthesis,,,,,,,,,,,
,"benzoate biosynthesis II (CoA-independent, non-beta-oxidative)",Biosynthesis,Aromatic Compound Biosynthesis,Benzoate Biosynthesis,,,,,,,,,,,
,"benzoate biosynthesis III (CoA-dependent, non-beta-oxidative)",Biosynthesis,Aromatic Compound Biosynthesis,Benzoate Biosynthesis,,,,,,,,,,,
PWY-7931,brominated pyrroles biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,,,,,,,,,,,
PWY-7932,polybrominated biphenyls and diphenyl ethers biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,,,,,,,,,,,
PWY-7934,polybrominated dihydroxylated diphenyl ethers biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,,,,,,,,,,,
PWY-7929,polybrominated phenols biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,,,,,,,,,,,
PWY-7930,pyoluteorin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,,,,,,,,,,,
,pyrrolomycin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,,,,,,,,,,,
PWY-7935,spongiadioxin C biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,,,,,,,,,,,
PWY-7933,superpathway of polybrominated aromatic compound biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,,,,,,,,,,,
,"5,6-dehydrokavain biosynthesis (engineered)",Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,,,,,,,,,,,
,gentisate 5-O-beta-D-xylopyranoside biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Benzenoids Biosynthesis,,,,,,,,,,
PWY-7460,2-O-acetyl-3-O-trans-coutarate biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
,chlorogenic acid biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
PWY-5968,cinnamate esters biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
PWY-6457,cinnamoyl-CoA biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
PWY-5859,eugenol and isoeugenol biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
PWY-5168,ferulate and sinapate biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
PWY-2181,free phenylpropanoid acid biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
PWY-7461,hydroxycinnamate sugar acid ester biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
PWY1F-467,"phenylpropanoid biosynthesis, initial reactions",Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
PWY-3301,sinapate ester biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
PWY-5071,superpathway of rosmarinic acid biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
PWY-4201,volatile cinnamoic ester biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Cinnamate Biosynthesis,,,,,,,,,,
PWY-7304,"3-amino-4,7-dihydroxy-coumarin biosynthesis",Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-4922,6-methoxymellein biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
,angular furanocoumarin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-7057,cichoriin interconversion,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-5176,coumarin biosynthesis (via 2-coumarate),Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-5319,coumarin metabolism (to melilotic acid),Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-7398,coumarins biosynthesis (engineered),Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-7055,daphnetin modification,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-7056,daphnin interconversion,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-5349,esculetin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-7058,esculetin modification,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-5365,linear furanocoumarin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-6792,scopoletin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-7186,superpathway of scopolin and esculin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-6982,umbelliferone biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Coumarins Biosynthesis,,,,,,,,,,
PWY-6029,"2,3-trans-flavanols biosynthesis",Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,,,,,,,,,,
,Phlobaphene Biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Aurone Biosynthesis,Chalcone Biosynthesis,Flavanone Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,"Leucoanthocyanidin (flavan-3,4-diols) Biosynthesis",,
PWY-6232,chrysoeriol biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Aurone Biosynthesis,Chalcone Biosynthesis,Flavanone Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,"Leucoanthocyanidin (flavan-3,4-diols) Biosynthesis",Prenylflavonoid Biosynthesis,Proanthocyanidin Biosynthesis
PWY-6325,echinatin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavanone Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Prenylflavonoid Biosynthesis,,,,
PWY-6787,flavonoid biosynthesis (in equisetum),Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavanone Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,,,,,
PWY1F-FLAVSYN,flavonoid biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavanone Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,,,,,
PWY-7897,flavonoid di-C-glucosylation,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,,,,,,
PWY-7397,naringenin biosynthesis (engineered),Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,,,,,,
PWY-6515,phloridzin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,,,,,,
PWY-5475,pentagalloylglucose biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Hydrolyzable Tannin Biosynthesis,Ellagitannin Biosynthesis,Gallotannin Biosynthesis,,,
PWY-5478,superpathway of hydrolyzable tannin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Hydrolyzable Tannin Biosynthesis,,,,,
PWY-7487,(+)-secoisolariciresinol diglucoside biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Hydrolyzable Tannin Biosynthesis,Lignan Biosynthesis,,,,
PWY-7749,(-)-4'-demethyl-epipodophyllotoxin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Hydrolyzable Tannin Biosynthesis,Lignan Biosynthesis,,,,
PWY-5479,6-methoxypodophyllotoxin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignan Biosynthesis,,,,,
PWY-7631,arctigenin and isoarctigenin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignan Biosynthesis,Yatein Biosynthesis,,,,
PWY-6820,diphyllin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignan Biosynthesis,Yatein Biosynthesis,,,,
PWY-7630,hinokinin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavone Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignan Biosynthesis,,,,,
PWY-6824,justicidin B biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignan Biosynthesis,,,,,,
PWY-5466,matairesinol biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignan Biosynthesis,,,,,,
PWY-7491,podophyllotoxin glucosides metabolism,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignan Biosynthesis,,,,,,
PWY-5469,sesamin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignan Biosynthesis,,,,,,
PWY-7139,sesaminol glucoside biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignan Biosynthesis,,,,,,
PWY-116,coniferin metabolism,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignan Biosynthesis,Lignin Biosynthesis,,,,,
PWY-6302,dihydroconiferyl alcohol biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignan Biosynthesis,Lignin Biosynthesis,,,,,
,monolignol biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignin Biosynthesis,,,,,,
PWY-83,monolignol glucosides biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Lignin Biosynthesis,,,,,,
PWY-7632,hinokiresinol biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Norlignan Biosynthesis,,,,,,
PWY-5802,alizarin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Quinone Secondary Metabolite Biosynthesis,,,,,,
PWY-7080,asterrate biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Anthocyanin Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Quinone Secondary Metabolite Biosynthesis,,,,,,
PWY-7518,atromentin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Quinone Secondary Metabolite Biosynthesis,,,,,,,
PWY-7079,geodin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Quinone Secondary Metabolite Biosynthesis,,,,,,,
PWY-5780,hypericin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Flavonol Biosynthesis,Isoflavonoid Biosynthesis,Quinone Secondary Metabolite Biosynthesis,,,,,,,
PWY-5795,juglone biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Flavonol Biosynthesis,Quinone Secondary Metabolite Biosynthesis,,,,,,,,
PWY-5801,lawsone biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Quinone Secondary Metabolite Biosynthesis,,,,,,,,,
,polyporic acid biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Quinone Secondary Metabolite Biosynthesis,,,,,,,,,
PWY-5701,shikonin biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Quinone Secondary Metabolite Biosynthesis,,,,,,,,,
PWY-5987,sorgoleone biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Quinone Secondary Metabolite Biosynthesis,,,,,,,,,
PWY-7520,terrequinone A biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Quinone Secondary Metabolite Biosynthesis,,,,,,,,,
PWY-5048,rosmarinic acid biosynthesis I,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Rosmarinate Biosynthesis,,,,,,,,,
PWY-5049,rosmarinic acid biosynthesis II,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Rosmarinate Biosynthesis,,,,,,,,,
PWY-5045,pinosylvin metabolism,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Stilbene Biosynthesis,,,,,,,,,
PWY-6665,pterostilbene biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Stilbene Biosynthesis,,,,,,,,,
PWY-84,resveratrol biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Stilbene Biosynthesis,,,,,,,,,
PWY-5665,vanillin biosynthesis I,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,Vanillin Biosynthesis,,,,,,,,,
,[6]-gingerol biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,,,,,,,,,,
PWY-7682,arabidopyrone biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,,,,,,,,,,
PWY-8157,avenanthramide biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,,,,,,,,,,
,benzoyl-beta-D-glucopyranose biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,,,,,,,,,,
PWY-6673,caffeoylglucarate biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,,,,,,,,,,
,coniferyl alcohol 9-methyl ether biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,,,,,,,,,,
PWY-4421,curcumin glucoside biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,,,,,,,,,,
PWY-5882,epoxypseudoisoeugenol-2-methylbutanoate biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,,,,,,,,,,
PWY-8103,kavain biosynthesis,Biosynthesis,Aromatic Compound Biosynthesis,Phenylpropanoid Derivative Biosynthesis,Flavonoid Biosynthesis,,,,,,,,,,
