"PathwayID","CompoundID","CompoundName"
"ko00340","C01929","L-Histidinal"
"ko00340","C02739","1-(5-Phospho-D-ribosyl)-ATP"
"ko00340","C02741","Phosphoribosyl-AMP"
"ko00340","C02835","Imidazole-4-acetate"
"ko00340","C03277","Imidazol-5-yl-pyruvate"
"ko00340","C03409","N-Formimino-L-aspartate"
"ko00340","C03680","4-Imidazolone-5-propanoate"
"ko00340","C04437","1-(5-Phosphoribosyl)imidazole-4-acetate"
"ko00340","C04666","D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate"
"ko00340","C04677","1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide"
"ko00340","C04896","5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide"
"ko00340","C04916","N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide"
"ko00340","C05127","N-Methylhistamine"
"ko00340","C05130","Imidazole-4-acetaldehyde"
"ko00340","C05131","(1-Ribosylimidazole)-4-acetate"
"ko00340","C05133","4-Imidazolone-5-acetate"
"ko00340","C05135","4-(beta-Acetylaminoethyl)imidazole"
"ko00340","C05565","Hydantoin-5-propionate"
"ko00340","C05568","Imidazole lactate"
"ko00340","C05570","Ergothioneine"
"ko00340","C05571","Thiourocanic acid"
"ko00340","C05572","4-Oxoglutaramate"
"ko00340","C05575","Hercynine"
"ko00340","C05827","Methylimidazole acetaldehyde"
"ko00340","C05828","Methylimidazoleacetic acid"
"ko00340","C05829","N-Carbamyl-L-glutamate"
"ko00340","C16673","Isoglutamine"
"ko00340","C16674","Formylisoglutamine"
"ko00340","C20522","Dihydrourocanate"
"ko00340","C20994","S-(Hercyn-2-yl)-L-cysteine S-oxide"
"ko00340","C20995","gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide"
"ko00350","C00022","Pyruvate"
"ko00350","C00042","Succinate"
"ko00350","C00082","L-Tyrosine"
"ko00350","C00122","Fumarate"
"ko00350","C00146","Phenol"
"ko00350","C00164","Acetoacetate"
"ko00350","C00232","Succinate semialdehyde"
"ko00350","C00355","3,4-Dihydroxy-L-phenylalanine"
"ko00350","C00483","Tyramine"
"ko00350","C00530","Hydroquinone"
"ko00350","C00544","Homogentisate"
"ko00350","C00547","L-Noradrenaline"
"ko00350","C00628","2,5-Dihydroxybenzoate"
"ko00350","C00642","4-Hydroxyphenylacetate"
"ko00350","C00788","L-Adrenaline"
"ko00350","C00811","4-Coumarate"
"ko00350","C00822","Dopaquinone"
"ko00350","C01036","4-Maleylacetoacetate"
"ko00350","C01060","3,5-Diiodo-L-tyrosine"
"ko00350","C01061","4-Fumarylacetoacetate"
"ko00350","C01161","3,4-Dihydroxyphenylacetate"
"ko00350","C01179","3-(4-Hydroxyphenyl)pyruvate"
"ko00350","C01384","Maleic acid"
"ko00350","C01693","L-Dopachrome"
"ko00350","C01829","Thyroxine"
"ko00350","C01850","Rosmarinate"
"ko00350","C02167","Maleylpyruvate"
"ko00350","C02442","N-Methyltyramine"
"ko00350","C02465","Triiodothyronine"
"ko00350","C02514","3-Fumarylpyruvate"
"ko00350","C02515","3-Iodo-L-tyrosine"
"ko00350","C03063","2-Oxohept-3-enedioate"
"ko00350","C03077","4-Chlorophenylacetate"
"ko00350","C03758","Dopamine"
"ko00350","C03765","4-Hydroxyphenylacetaldehyde"
"ko00350","C03964","(R)-3-(4-Hydroxyphenyl)lactate"
"ko00350","C04043","3,4-Dihydroxyphenylacetaldehyde"
"ko00350","C04045","3-(3,4-Dihydroxyphenyl)pyruvate"
"ko00350","C04052","5-Carboxy-2-oxohept-3-enedioate"
"ko00350","C04185","5,6-Dihydroxyindole-2-carboxylate"
"ko00350","C04186","5-Carboxymethyl-2-hydroxymuconate"
"ko00350","C04368","3-Amino-3-(4-hydroxyphenyl)propanoate"
"ko00350","C04642","2-Hydroxy-5-carboxymethylmuconate semialdehyde"
"ko00350","C04796","4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"
"ko00350","C04797","5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"
"ko00350","C05338","4-Hydroxyphenylacetyl-CoA"
"ko00350","C05350","2-Hydroxy-3-(4-hydroxyphenyl)propenoate"
"ko00350","C05576","3,4-Dihydroxyphenylethyleneglycol"
"ko00350","C05577","3,4-Dihydroxymandelaldehyde"
"ko00350","C05578","5,6-Dihydroxyindole"
"ko00350","C05579","Indole-5,6-quinone"
"ko00350","C05580","3,4-Dihydroxymandelate"
"ko00350","C05581","3-Methoxy-4-hydroxyphenylacetaldehyde"
"ko00350","C05582","Homovanillate"
"ko00350","C05583","3-Methoxy-4-hydroxyphenylglycolaldehyde"
"ko00350","C05584","3-Methoxy-4-hydroxymandelate"
"ko00350","C05585","Gentisate aldehyde"
"ko00350","C05587","3-Methoxytyramine"
"ko00350","C05588","L-Metanephrine"
"ko00350","C05589","L-Normetanephrine"
"ko00350","C05593","3-Hydroxyphenylacetate"
"ko00350","C05594","3-Methoxy-4-hydroxyphenylethyleneglycol"
"ko00350","C05595","4-Hydroxyphenylacetylglutamic acid"
"ko00350","C05596","p-Hydroxyphenylacetylglycine"
"ko00350","C05600","2-Hydroxyhepta-2,4-dienedioate"
"ko00350","C05604","2-Carboxy-2,3-dihydro-5,6-dihydroxyindole"
"ko00350","C06044","4-Hydroxyphenylethanol"
"ko00350","C06046","Salidroside"
"ko00350","C06047","Stizolobate"
"ko00350","C06048","Stizolobinate"
"ko00350","C06199","Hordenine"
"ko00350","C06201","2,4-Dihydroxyhept-2-enedioate"
"ko00350","C10447","3,4-Dihydroxyphenylpropanoate"
"ko00350","C17935","Cysteinyldopa"
"ko00350","C17936","Phaeomelanin"
"ko00350","C17937","Eumelanin"
"ko00350","C17938","5,6-Indolequinone-2-carboxylic acid"
"ko00350","C22038","(R)-3-(3,4-Dihydroxyphenyl)lactate"
"ko00350","C23042","Atromentin"
"ko00360","C00022","Pyruvate"
"ko00360","C00024","Acetyl-CoA"
"ko00360","C00042","Succinate"
"ko00360","C00079","L-Phenylalanine"
"ko00360","C00082","L-Tyrosine"
"ko00360","C00084","Acetaldehyde"
"ko00360","C00091","Succinyl-CoA"
"ko00360","C00122","Fumarate"
"ko00360","C00166","Phenylpyruvate"
"ko00360","C00423","trans-Cinnamate"
"ko00360","C00512","Benzoyl-CoA"
"ko00360","C00582","Phenylacetyl-CoA"
"ko00360","C00596","2-Hydroxy-2,4-pentadienoate"
"ko00360","C00601","Phenylacetaldehyde"
"ko00360","C00642","4-Hydroxyphenylacetate"
"ko00360","C01198","3-(2-Hydroxyphenyl)propanoate"
"ko00360","C01772","trans-2-Hydroxycinnamate"
"ko00360","C02137","alpha-Oxo-benzeneacetic acid"
"ko00360","C02232","3-Oxoadipyl-CoA"
"ko00360","C02265","D-Phenylalanine"
"ko00360","C02505","2-Phenylacetamide"
"ko00360","C02763","2-Hydroxy-3-phenylpropenoate"
"ko00360","C03519","N-Acetyl-L-phenylalanine"
"ko00360","C03589","4-Hydroxy-2-oxopentanoate"
"ko00360","C04044","3-(2,3-Dihydroxyphenyl)propanoate"
"ko00360","C04148","Phenylacetylglutamine"
"ko00360","C04479","2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate"
"ko00360","C05332","Phenethylamine"
"ko00360","C05593","3-Hydroxyphenylacetate"
"ko00360","C05598","Phenylacetylglycine"
"ko00360","C05607","Phenyllactate"
"ko00360","C05629","Phenylpropanoate"
"ko00360","C05852","2-Hydroxyphenylacetate"
"ko00360","C05853","Phenylethyl alcohol"
"ko00360","C06207","2,6-Dihydroxyphenylacetate"
"ko00360","C07086","Phenylacetic acid"
"ko00360","C11457","3-(3-Hydroxyphenyl)propanoic acid"
"ko00360","C11588","cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol"
"ko00360","C12621","trans-3-Hydroxycinnamate"
"ko00360","C12622","cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol"
"ko00360","C12623","trans-2,3-Dihydroxycinnamate"
"ko00360","C12624","2-Hydroxy-6-ketononatrienedioate"
"ko00360","C14144","5-Carboxy-2-pentenoyl-CoA"
"ko00360","C14145","(3S)-3-Hydroxyadipyl-CoA"
"ko00360","C15524","Phenylglyoxylyl-CoA"
"ko00360","C19945","3-Oxo-5,6-dehydrosuberyl-CoA"
"ko00360","C19946","3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde"
"ko00360","C19975","2-Oxepin-2(3H)-ylideneacetyl-CoA"
"ko00360","C20062","2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA"
"ko00360","C23049","Polyporic acid"
"ko00360","C23116","Ascocorynin"
"ko00380","C00024","Acetyl-CoA"
"ko00380","C00078","L-Tryptophan"
"ko00380","C00108","Anthranilate"
"ko00380","C00322","2-Oxoadipate"
"ko00380","C00328","L-Kynurenine"
"ko00380","C00331","Indolepyruvate"
"ko00380","C00332","Acetoacetyl-CoA"
"ko00380","C00398","Tryptamine"
"ko00380","C00463","Indole"
"ko00380","C00527","Glutaryl-CoA"
"ko00380","C00632","3-Hydroxyanthranilate"
"ko00380","C00637","Indole-3-acetaldehyde"
"ko00380","C00643","5-Hydroxy-L-tryptophan"
"ko00380","C00780","Serotonin"
"ko00380","C00877","Crotonoyl-CoA"
"ko00380","C00954","Indole-3-acetate"
"ko00380","C00955","Indole-3-ethanol"
"ko00380","C00978","N-Acetylserotonin"
"ko00380","C01111","7,8-Dihydroxykynurenate"
"ko00380","C01144","(S)-3-Hydroxybutanoyl-CoA"
"ko00380","C01249","7,8-Dihydro-7,8-dihydroxykynurenate"
"ko00380","C01252","4-(2-Aminophenyl)-2,4-dioxobutanoate"
"ko00380","C01598","Melatonin"
"ko00380","C01717","4-Hydroxy-2-quinolinecarboxylic acid"
"ko00380","C01987","2-Aminophenol"
"ko00380","C02161","2-Aminophenoxazin-3-one"
"ko00380","C02172","N-Acetylisatin"
"ko00380","C02220","2-Aminomuconate"
"ko00380","C02298","N-Acetylindoxyl"
"ko00380","C02470","Xanthurenic acid"
"ko00380","C02693","(Indol-3-yl)acetamide"
"ko00380","C02700","L-Formylkynurenine"
"ko00380","C02775","2,3-Dihydroxyindole"
"ko00380","C02937","Indole-3-acetaldehyde oxime"
"ko00380","C02938","3-Indoleacetonitrile"
"ko00380","C03227","3-Hydroxy-L-kynurenine"
"ko00380","C03230","(Indol-3-yl)glycolaldehyde"
"ko00380","C03453","gamma-Oxalocrotonate"
"ko00380","C03574","2-Formylaminobenzaldehyde"
"ko00380","C03722","Quinolinate"
"ko00380","C03824","2-Aminomuconate semialdehyde"
"ko00380","C04409","2-Amino-3-carboxymuconate semialdehyde"
"ko00380","C05634","5-Hydroxyindoleacetaldehyde"
"ko00380","C05635","5-Hydroxyindoleacetate"
"ko00380","C05636","3-Hydroxykynurenamine"
"ko00380","C05637","4,8-Dihydroxyquinoline"
"ko00380","C05638","5-Hydroxykynurenamine"
"ko00380","C05639","4,6-Dihydroxyquinoline"
"ko00380","C05640","Cinnavalininate"
"ko00380","C05641","5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate"
"ko00380","C05642","Formyl-N-acetyl-5-methoxykynurenamine"
"ko00380","C05643","6-Hydroxymelatonin"
"ko00380","C05644","3-Methylindolepyruvate"
"ko00380","C05645","4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate"
"ko00380","C05646","5-Hydroxyindolepyruvate"
"ko00380","C05647","Formyl-5-hydroxykynurenamine"
"ko00380","C05648","5-Hydroxy-N-formylkynurenine"
"ko00380","C05651","5-Hydroxykynurenine"
"ko00380","C05652","4-(2-Amino-5-hydroxyphenyl)-2,4-dioxobutanoate"
"ko00380","C05653","Formylanthranilate"
"ko00380","C05654","5-(2'-Formylethyl)-4,6-dihydroxypicolinate"
"ko00380","C05655","5-(2'-Carboxyethyl)-4,6-dihydroxypicolinate"
"ko00380","C05656","5-(3'-Carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate"
"ko00380","C05658","Indoxyl"
"ko00380","C05659","5-Methoxytryptamine"
"ko00380","C05660","5-Methoxyindoleacetate"
"ko00380","C05663","6-Hydroxykynurenate"
"ko00380","C05830","8-Methoxykynurenate"
"ko00380","C05831","3-Methoxyanthranilate"
"ko00380","C05832","5-Hydroxyindoleacetylglycine"
"ko00380","C05834","3-Methyldioxyindole"
"ko00380","C05835","2-Formaminobenzoylacetate"
"ko00380","C05837","Glucobrassicin"
"ko00380","C06212","N-Methylserotonin"
"ko00380","C06213","N-Methyltryptamine"
"ko00380","C08313","Skatole"
"ko00380","C10164","Picolinic acid"
"ko00380","C16516","Indolylmethylthiohydroximate"
"ko00380","C16517","Indolylmethyl-desulfoglucosinolate"
"ko00380","C16518","S-(Indolylmethylthiohydroximoyl)-L-cysteine"
"ko00380","C17203","N-Hydroxyl-tryptamine"
"ko00380","C22006","(R)-(Indol-3-yl)lactate"
"ko00380","C22202","2-Oxoindole-3-acetate"
"ko00380","C23064","Didemethylasterriquinone D"
"ko00400","C00074","Phosphoenolpyruvate"
"ko00400","C00078","L-Tryptophan"
"ko00400","C00079","L-Phenylalanine"
"ko00400","C00082","L-Tyrosine"
"ko00400","C00108","Anthranilate"
"ko00400","C00119","5-Phospho-alpha-D-ribose 1-diphosphate"
"ko00400","C00166","Phenylpyruvate"
"ko00400","C00230","3,4-Dihydroxybenzoate"
"ko00400","C00251","Chorismate"
"ko00400","C00254","Prephenate"
"ko00400","C00279","D-Erythrose 4-phosphate"
"ko00400","C00296","Quinate"
"ko00400","C00354","D-Fructose 1,6-bisphosphate"
"ko00400","C00441","L-Aspartate 4-semialdehyde"
"ko00400","C00463","Indole"
"ko00400","C00493","Shikimate"
"ko00400","C00587","3-Hydroxybenzoate"
"ko00400","C00826","L-Arogenate"
"ko00400","C00944","3-Dehydroquinate"
"ko00400","C01094","D-Fructose 1-phosphate"
"ko00400","C01179","3-(4-Hydroxyphenyl)pyruvate"
"ko00400","C01269","5-O-(1-Carboxyvinyl)-3-phosphoshikimate"
"ko00400","C01302","1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate"
"ko00400","C02637","3-Dehydroshikimate"
"ko00400","C03175","Shikimate 3-phosphate"
"ko00400","C03506","Indoleglycerol phosphate"
"ko00400","C04302","N-(5-Phospho-D-ribosyl)anthranilate"
"ko00400","C04691","2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate"
"ko00400","C16848","6-Deoxy-5-ketofructose 1-phosphate"
"ko00400","C16850","2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid"
"ko00400","C17235","L-Homophenylalanine"
"ko00400","C20327","2-Oxo-4-phenylbutyric acid"
"ko00400","C20653","2-Benzylmalic acid"
"ko00400","C20654","3-Benzylmalic acid"
"ko00400","C20710","(4R,5R)-4,5-Dihydroxycyclohexa-1(6),2-diene-1-carboxylate"
"ko00410","C00024","Acetyl-CoA"
"ko00410","C00049","L-Aspartate"
